name,id,nametype,recclass,mass,year,reclat,reclong
Merua,15492,Valid,H5,71400,1920-01-01T00:00:00.000,25.483330,81.983330
Messina,15495,Valid,L5,2405,1955-01-01T00:00:00.000,38.183330,15.566670
Meuselbach,16626,Valid,L6,870,1897-01-01T00:00:00.000,50.583330,11.100000
Mezel,16627,Valid,L6,1300,1949-01-01T00:00:00.000,45.766670,3.250000
Mezö-Madaras,16628,Valid,L3.7,22700,1852-01-01T00:00:00.000,46.500000,25.733330
Mhow,16629,Valid,L6,350,1827-01-01T00:00:00.000,25.900000,83.616670
Mianchi,16631,Valid,H5,1100,1980-01-01T00:00:00.000,34.800000,111.700000
Middlesbrough,16632,Valid,L6,1600,1881-01-01T00:00:00.000,54.566670,-1.166670
Mifflin,52090,Valid,L5,3584,2010-01-01T00:00:00.000,42.907500,-90.365560
Mighei,16634,Valid,CM2,8000,1889-01-01T00:00:00.000,48.066670,30.966670
Mihonoseki,16635,Valid,L6,6380,1992-01-01T00:00:00.000,35.568330,133.220000
Mike,16636,Valid,L6,224.2,1944-01-01T00:00:00.000,46.233330,17.533330
Milena,16640,Valid,L6,10000,1842-01-01T00:00:00.000,46.183330,16.100000
Millbillillie,16643,Valid,Eucrite-mmict,330000,1960-01-01T00:00:00.000,-26.450000,120.366670
Miller (Arkansas),16645,Valid,H5,16700,1930-01-01T00:00:00.000,35.400000,-92.050000
Minamino,16692,Valid,L,1040,1632-01-01T00:00:00.000,35.078330,136.933330
Mineo,16696,Valid,Pallasite,42,1826-01-01T00:00:00.000,37.283330,14.700000
Min-Fan-Zhun,16697,Valid,LL6,5500,1952-01-01T00:00:00.000,32.333330,120.666670
Minnichhof,16700,Valid,OC,550,1905-01-01T00:00:00.000,47.700000,16.600000
Mirzapur,16701,Valid,L5,8510,1910-01-01T00:00:00.000,25.683330,83.250000
Misshof,16703,Valid,H5,5800,1890-01-01T00:00:00.000,56.666670,23.000000
Mjelleim,16707,Valid,H,100.7,1898-01-01T00:00:00.000,61.733330,5.933330
Mocs,16709,Valid,L5-6,300000,1882-01-01T00:00:00.000,46.800000,24.033330
Modoc (1905),16711,Valid,L6,35000,1905-01-01T00:00:00.000,38.500000,-101.100000
Mokoia,16713,Valid,CV3,4500,1908-01-01T00:00:00.000,-39.633330,174.400000
Molina,16715,Valid,H5,144000,1858-01-01T00:00:00.000,38.116670,-1.166670
Molteno,16717,Valid,Howardite,150,1953-01-01T00:00:00.000,-31.250000,26.466670
Monahans (1998),16719,Valid,H5,2587,1998-01-01T00:00:00.000,31.608330,-102.858330
Monroe,16720,Valid,H4,8600,1849-01-01T00:00:00.000,35.250000,-80.500000
Monte das Fortes,16725,Valid,L5,4885,1950-01-01T00:00:00.000,38.016670,-8.250000
Monte Milone,16726,Valid,L5,3130,1846-01-01T00:00:00.000,43.266670,13.350000
Montferré,16727,Valid,H5,149000,1923-01-01T00:00:00.000,43.390560,1.962500
Montlivault,16729,Valid,L6,500,1838-01-01T00:00:00.000,47.633330,1.583330
Monze,16733,Valid,L6,,1950-01-01T00:00:00.000,-15.966670,27.350000
Moore County,16736,Valid,Eucrite-cm,1880,1913-01-01T00:00:00.000,35.416670,-79.383330
Mooresfort,16737,Valid,H5,3520,1810-01-01T00:00:00.000,52.450000,-8.333330
Moorleah,16738,Valid,L6,8887.5,1930-01-01T00:00:00.000,-40.975000,145.600000
Moradabad,16740,Valid,L6,70,1808-01-01T00:00:00.000,28.783330,78.833330
Morávka,16742,Valid,H5,633,2000-01-01T00:00:00.000,49.600000,18.533330
Mornans,16747,Valid,H5,1300,1875-01-01T00:00:00.000,44.600000,5.133330
Moss,36592,Valid,CO3.6,3763,2006-01-01T00:00:00.000,59.433330,10.700000
Moti-ka-nagla,16759,Valid,H6,1500,1868-01-01T00:00:00.000,26.833330,77.333330
Motta di Conti,16762,Valid,H4,9150,1868-01-01T00:00:00.000,45.200000,8.500000
Mount Browne,16766,Valid,H6,11300,1902-01-01T00:00:00.000,-29.800000,141.700000
Mount Tazerzait,16804,Valid,L5,110000,1991-01-01T00:00:00.000,18.700000,4.800000
Mount Vaisi,16805,Valid,Stone-uncl,17000,1637-01-01T00:00:00.000,44.083330,6.866670
Mtola,16820,Valid,Stone-uncl,1100,1944-01-01T00:00:00.000,-11.500000,33.500000
Muddoor,16841,Valid,L5,4400,1865-01-01T00:00:00.000,12.633330,77.016670
Mulletiwu,16851,Valid,L,25.5,1795-01-01T00:00:00.000,9.333330,80.833330
Muraid,16874,Valid,L6,4703,1924-01-01T00:00:00.000,24.500000,90.216670
Murchison,16875,Valid,CM2,100000,1969-01-01T00:00:00.000,-36.616670,145.200000
Murray,16882,Valid,CM2,12600,1950-01-01T00:00:00.000,36.600000,-88.100000
Muzaffarpur,16885,Valid,"Iron, IAB-sHL",1245,1964-01-01T00:00:00.000,26.133330,85.533330
Myhee Caunta,16887,Valid,OC,,1842-01-01T00:00:00.000,23.050000,72.633330
Nadiabondi,16889,Valid,H5,8165,1956-01-01T00:00:00.000,12.000000,1.000000
Nagai,16890,Valid,L6,1810,1922-01-01T00:00:00.000,38.121670,140.061670
Nagaria,16892,Valid,Eucrite-cm,20,1875-01-01T00:00:00.000,26.983330,78.216670
Nagy-Borové,16893,Valid,L5,6100,1895-01-01T00:00:00.000,49.166670,19.500000
Nakhla,16898,Valid,Martian (nakhlite),10000,1911-01-01T00:00:00.000,31.316670,30.350000
Nakhon Pathom,16899,Valid,L6,23200,1923-01-01T00:00:00.000,13.733330,100.083330
Nammianthal,16902,Valid,H5,4500,1886-01-01T00:00:00.000,12.283330,79.200000
Nan Yang Pao,16903,Valid,L6,52900,1917-01-01T00:00:00.000,35.666670,103.500000
Nanjemoy,16904,Valid,H6,7500,1825-01-01T00:00:00.000,38.416670,-77.166670
Nantong,16907,Valid,H6,529,1984-01-01T00:00:00.000,32.116670,121.800000
Naoki,16908,Valid,H6,17000,1928-01-01T00:00:00.000,19.250000,77.000000
Naragh,16909,Valid,H6,2700,1974-01-01T00:00:00.000,33.750000,51.500000
Narellan,16912,Valid,L6,367.5,1928-01-01T00:00:00.000,-34.050000,150.688890
Narni,16914,Valid,Stone-uncl,,0921-01-01T00:00:00.000,42.516670,12.516670
Nassirah,16922,Valid,H4,347,1936-01-01T00:00:00.000,-21.733330,165.900000
Natal,16923,Valid,Stone-uncl,1.4,1973-01-01T00:00:00.000,,
Nawapali,16927,Valid,CM2,105,1890-01-01T00:00:00.000,21.250000,83.666670
Neagari,16934,Valid,L6,420,1995-01-01T00:00:00.000,36.449170,136.465280
Nedagolla,16935,Valid,"Iron, ungrouped",4500,1870-01-01T00:00:00.000,18.683330,83.483330
Nejo,16941,Valid,L6,2450,1970-01-01T00:00:00.000,9.500000,35.333330
Nerft,16945,Valid,L6,10250,1864-01-01T00:00:00.000,56.500000,21.500000
Neuschwanstein,16950,Valid,EL6,6189,2002-01-01T00:00:00.000,47.525000,10.808330
New Concord,16953,Valid,L6,230000,1860-01-01T00:00:00.000,40.000000,-81.766670
New Halfa,16954,Valid,L4,12000,1994-01-01T00:00:00.000,15.366670,35.683330
New Orleans,16960,Valid,H5,19256,2003-01-01T00:00:00.000,29.947180,-90.109760
Ngawi,16966,Valid,LL3.6,1393,1883-01-01T00:00:00.000,-7.450000,111.416670
N'Goureyma,16968,Valid,"Iron, ungrouped",37500,1900-01-01T00:00:00.000,13.850000,-4.383330
Nicorps,16970,Valid,Stone-uncl,,1750-01-01T00:00:00.000,49.033330,-1.433330
Niger (L6),16974,Valid,L6,3.3,1967-01-01T00:00:00.000,,
Niger (LL6),16975,Valid,LL6,3.3,1967-01-01T00:00:00.000,,
Nikolaevka,16976,Valid,H4,3996,1935-01-01T00:00:00.000,52.450000,78.633330
Nikolskoe,16977,Valid,L4,6000,1954-01-01T00:00:00.000,56.116670,37.333330
Ningbo,16980,Valid,"Iron, IVA",14250,1975-01-01T00:00:00.000,29.866670,121.483330
Ningqiang,16981,Valid,C3-ung,4610,1983-01-01T00:00:00.000,32.925000,105.906670
Nio,16982,Valid,H3-4,467,1897-01-01T00:00:00.000,34.200000,131.566670
N'Kandhla,16983,Valid,"Iron, IID",17200,1912-01-01T00:00:00.000,-28.566670,30.700000
Nobleborough,16984,Valid,Eucrite-pmict,2300,1823-01-01T00:00:00.000,44.083330,-69.483330
Noblesville,16985,Valid,H4-6,483.7,1991-01-01T00:00:00.000,40.085280,-86.055000
Nogata,16988,Valid,L6,472,0861-01-01T00:00:00.000,33.725000,130.750000
Nogoya,16989,Valid,CM2,4000,1879-01-01T00:00:00.000,-32.366670,-59.833330
Norfork,16994,Valid,"Iron, IIIAB",1050,1918-01-01T00:00:00.000,36.216670,-92.266670
Norton County,17922,Valid,Aubrite,1100000,1948-01-01T00:00:00.000,39.683330,-99.866670
Noventa Vicentina,17930,Valid,H4,177,1971-01-01T00:00:00.000,45.291670,11.527220
Novo-Urei,17933,Valid,Ureilite,1900,1886-01-01T00:00:00.000,54.816670,46.000000
Novy-Ergi,17934,Valid,Stone-uncl,,1662-01-01T00:00:00.000,58.550000,31.333330
Novy-Projekt,17935,Valid,OC,1001,1908-01-01T00:00:00.000,56.000000,22.000000
Noyan-Bogdo,17936,Valid,L6,250,1933-01-01T00:00:00.000,42.916670,102.466670
Nuevo Mercurio,17938,Valid,H5,50000,1978-01-01T00:00:00.000,24.300000,-102.133330
Nulles,17959,Valid,H6,5000,1851-01-01T00:00:00.000,41.633330,0.750000
Numakai,17960,Valid,H4,363,1925-01-01T00:00:00.000,43.333330,141.866670
Nyaung,17969,Valid,"Iron, IIIAB",737.6,1939-01-01T00:00:00.000,21.208330,94.916670
Nyirábrany,17970,Valid,LL5,1100,1914-01-01T00:00:00.000,47.550000,22.025000
Ochansk,17979,Valid,H4,500000,1887-01-01T00:00:00.000,57.783330,55.266670
Oesede,17988,Valid,H5,1400,1927-01-01T00:00:00.000,52.283330,8.050000
Oesel,17989,Valid,L6,6000,1855-01-01T00:00:00.000,58.500000,23.000000
Ofehértó,17990,Valid,L6,3750,1900-01-01T00:00:00.000,47.883330,22.033330
Ogi,17994,Valid,H6,14360,1741-01-01T00:00:00.000,33.283330,130.200000
Ohaba,17995,Valid,H5,16250,1857-01-01T00:00:00.000,46.066670,23.583330
Ohuma,17996,Valid,L5,7700,1963-01-01T00:00:00.000,6.750000,8.500000
Ojuelos Altos,17997,Valid,L6,5850,1926-01-01T00:00:00.000,38.183330,-5.400000
Okabe,17998,Valid,H5,194,1958-01-01T00:00:00.000,36.183330,139.216670
Okano,18000,Valid,"Iron, IIAB",4742,1904-01-01T00:00:00.000,35.083330,135.200000
Okniny,18002,Valid,LL6,12000,1834-01-01T00:00:00.000,50.833330,25.500000
Oldenburg (1930),18009,Valid,L6,16570,1930-01-01T00:00:00.000,52.950000,8.166670
Oliva-Gandia,18012,Valid,Stone-uncl,,1520-01-01T00:00:00.000,39.000000,-0.033330
Olivenza,18013,Valid,LL5,150000,1924-01-01T00:00:00.000,38.716670,-7.066670
Olmedilla de Alarcón,18015,Valid,H5,40000,1929-01-01T00:00:00.000,39.566670,-2.100000
Omolon,18019,Valid,"Pallasite, PMG",250000,1981-01-01T00:00:00.000,64.020000,161.808330
Orgueil,18026,Valid,CI1,14000,1864-01-01T00:00:00.000,43.883330,1.383330
Orlando,34489,Valid,Eucrite,180,2004-01-01T00:00:00.000,28.547500,-81.362220
Ornans,18030,Valid,CO3.4,6000,1868-01-01T00:00:00.000,47.116670,6.150000
Ortenau,18033,Valid,Stone-uncl,4500,1671-01-01T00:00:00.000,48.500000,8.000000
Orvinio,18034,Valid,H6,3400,1872-01-01T00:00:00.000,42.133330,12.933330
Oterøy,18042,Valid,L6,246,1928-01-01T00:00:00.000,58.883330,9.400000
Otomi,18045,Valid,H,6510,1867-01-01T00:00:00.000,38.400000,140.350000
Ottawa,18046,Valid,LL6,840,1896-01-01T00:00:00.000,38.600000,-95.216670
Ouadangou,56729,Valid,L5,4440,2003-01-01T00:00:00.000,12.900000,0.080000
Oued el Hadjar,18050,Valid,LL6,1215.5,1986-01-01T00:00:00.000,30.180000,-6.577170
Oum Dreyga,31282,Valid,H3-5,17000,2003-01-01T00:00:00.000,24.300000,-13.100000
Ourique,18052,Valid,H4,20000,1998-01-01T00:00:00.000,37.608330,-8.280000
Ovambo,18055,Valid,L6,121.5,1900-01-01T00:00:00.000,-18.000000,16.000000
Oviedo,18058,Valid,H5,205,1856-01-01T00:00:00.000,43.400000,-5.866670
Owrucz,18062,Valid,OC,,1775-01-01T00:00:00.000,51.333330,28.833330
Pacula,18068,Valid,L6,3400,1881-01-01T00:00:00.000,21.050000,-99.300000
Padvarninkai,18069,Valid,Eucrite-mmict,3858,1929-01-01T00:00:00.000,55.666670,25.000000
Paitan,18072,Valid,H6,515,1910-01-01T00:00:00.000,17.743330,120.455830
Palahatchie,18073,Valid,OC,,1910-01-01T00:00:00.000,32.316670,-89.716670
Palca de Aparzo,18074,Valid,L5,1430,1988-01-01T00:00:00.000,-23.116670,-65.100000
Palinshih,18077,Valid,Iron,18000,1914-01-01T00:00:00.000,43.483330,118.616670
Palmyra,18079,Valid,L3,135,1926-01-01T00:00:00.000,39.800000,-91.500000
Palolo Valley,18082,Valid,H5,682,1949-01-01T00:00:00.000,21.300000,-157.783330
Dominion Range 03239,32591,Valid,L6,69.5,2002-01-01T00:00:00.000,,
Pampanga,18093,Valid,L5,10500,1859-01-01T00:00:00.000,15.083330,120.700000
Pantar,18098,Valid,H5,2130,1938-01-01T00:00:00.000,8.066670,124.283330
Paragould,18101,Valid,LL5,408000,1930-01-01T00:00:00.000,36.066670,-90.500000
Parambu,18102,Valid,LL5,2000,1967-01-01T00:00:00.000,-6.233330,-40.700000
Paranaiba,18103,Valid,L6,100000,1956-01-01T00:00:00.000,-19.133330,-51.666670
Park Forest,18106,Valid,L5,18000,2003-01-01T00:00:00.000,41.484720,-87.679170
Parnallee,18108,Valid,LL3.6,77600,1857-01-01T00:00:00.000,9.233330,78.350000
Parsa,18109,Valid,EH3,800,1942-01-01T00:00:00.000,26.200000,85.400000
Pasamonte,18110,Valid,Eucrite-pmict,5100,1933-01-01T00:00:00.000,36.216670,-103.400000
Patora,18112,Valid,H6,4375,1969-01-01T00:00:00.000,20.936940,82.050000
Patrimonio,18116,Valid,L6,2121,1950-01-01T00:00:00.000,-19.533330,-48.566670
Patti,18118,Valid,Iron,12,1922-01-01T00:00:00.000,38.133330,14.966670
Patwar,18171,Valid,Mesosiderite-A1,37350,1935-01-01T00:00:00.000,23.150000,91.183330
Pavel,18173,Valid,H5,2968,1966-01-01T00:00:00.000,43.466670,25.516670
Pavlodar (stone),18175,Valid,H5,142.5,1938-01-01T00:00:00.000,52.300000,77.033330
Pavlograd,18176,Valid,L6,40000,1826-01-01T00:00:00.000,48.533330,35.983330
Pavlovka,18177,Valid,Howardite,2000,1882-01-01T00:00:00.000,52.033330,43.000000
Pê,18179,Valid,L6,,1989-01-01T00:00:00.000,11.333670,-3.542170
Peace River,18180,Valid,L6,45760,1963-01-01T00:00:00.000,56.133330,-117.933330
Peckelsheim,18181,Valid,Diogenite-pm,117.8,1953-01-01T00:00:00.000,51.666670,9.250000
Peekskill,18782,Valid,H6,12570,1992-01-01T00:00:00.000,41.283330,-73.916670
Peña Blanca Spring,18786,Valid,Aubrite,70000,1946-01-01T00:00:00.000,30.125000,-103.116670
Peramiho,18792,Valid,Eucrite-mmict,165,1899-01-01T00:00:00.000,-10.666670,35.500000
Perpeti,18793,Valid,L6,23474,1935-01-01T00:00:00.000,23.325000,91.000000
Perth,18797,Valid,LL5,2,1830-01-01T00:00:00.000,56.400000,-3.433330
Pervomaisky,18798,Valid,L6,66000,1933-01-01T00:00:00.000,56.633330,39.433330
Pesyanoe,18799,Valid,Aubrite,3393,1933-01-01T00:00:00.000,55.500000,66.083330
Pétèlkolé,18800,Valid,H5,189,1995-01-01T00:00:00.000,14.052000,0.420000
Petersburg,18801,Valid,Eucrite-pmict,1800,1855-01-01T00:00:00.000,35.300000,-86.633330
Pettiswood,18804,Valid,Stone-uncl,,1779-01-01T00:00:00.000,53.533330,-7.333330
Phillips County (stone),18808,Valid,L6,57900,1901-01-01T00:00:00.000,40.000000,-99.250000
Phu Hong,18809,Valid,H4,500,1887-01-01T00:00:00.000,11.250000,108.583330
Phum Sambo,18811,Valid,H4,7800,1933-01-01T00:00:00.000,12.000000,105.483330
Phuoc-Binh,18812,Valid,L5,11000,1941-01-01T00:00:00.000,15.716670,108.100000
Piancaldoli,18813,Valid,LL3.4,13.1,1968-01-01T00:00:00.000,44.244170,11.502220
Picote,18816,Valid,Stone-uncl,,1843-01-01T00:00:00.000,41.366670,-6.233330
Pillistfer,18822,Valid,EL6,23250,1863-01-01T00:00:00.000,58.666670,25.733330
Piplia Kalan,18831,Valid,Eucrite-mmict,42000,1996-01-01T00:00:00.000,26.034720,73.941670
Piquetberg,18832,Valid,H,37,1881-01-01T00:00:00.000,-32.866670,18.716670
Pirgunje,18834,Valid,L6,842,1882-01-01T00:00:00.000,25.800000,88.450000
Pirthalla,18835,Valid,H6,1161,1884-01-01T00:00:00.000,29.583330,76.000000
Pitts,18837,Valid,"Iron, IAB-ung",3760,1921-01-01T00:00:00.000,31.950000,-83.516670
Plantersville,18846,Valid,H6,2085,1930-01-01T00:00:00.000,30.700000,-96.116670
Pleşcoi,51706,Valid,L5-6,6913,2008-01-01T00:00:00.000,45.275000,26.709720
Ploschkovitz,18849,Valid,L5,39,1723-01-01T00:00:00.000,50.533330,14.116670
Pnompehn,18851,Valid,L6,96,1868-01-01T00:00:00.000,11.583330,104.916670
Dominion Range 03240,32592,Valid,LL5,290.89999999999998,2002-01-01T00:00:00.000,,
Pohlitz,18853,Valid,L5,3000,1819-01-01T00:00:00.000,50.933330,12.133330
Pokhra,18858,Valid,H5,350,1866-01-01T00:00:00.000,26.716670,82.666670
Pollen,18860,Valid,CM2,253.6,1942-01-01T00:00:00.000,66.348330,14.015000
Pontlyfni,18865,Valid,Winonaite,157,1931-01-01T00:00:00.000,53.036390,-4.319440
Portales Valley,18874,Valid,H6,71400,1998-01-01T00:00:00.000,34.175000,-103.295000
Portugal,18876,Valid,Stone-uncl,4500,1796-01-01T00:00:00.000,38.500000,-8.000000
Po-wang Chen,18879,Valid,LL,665,1933-01-01T00:00:00.000,31.416670,118.500000
Prambachkirchen,18883,Valid,L6,2125,1932-01-01T00:00:00.000,48.302500,13.940830
Pribram,18887,Valid,H5,5555,1959-01-01T00:00:00.000,49.666670,14.033330
Pricetown,18888,Valid,L6,900,1893-01-01T00:00:00.000,39.116670,-83.850000
Puerto Lápice,45984,Valid,Eucrite-br,500,2007-01-01T00:00:00.000,39.350000,-3.516670
Pulsora,18899,Valid,H5,560,1863-01-01T00:00:00.000,23.366670,75.183330
Pultusk,18901,Valid,H5,250000,1868-01-01T00:00:00.000,52.766670,21.266670
Punganaru,18902,Valid,Stone-uncl,100,1811-01-01T00:00:00.000,13.333330,78.950000
Putinga,18905,Valid,L6,300000,1937-01-01T00:00:00.000,-29.033330,-53.050000
Qidong,18907,Valid,L/LL5,1275,1982-01-01T00:00:00.000,32.083330,121.500000
Qingzhen,18908,Valid,EH3,2600,1976-01-01T00:00:00.000,26.533330,106.466670
Queen's Mercy,22357,Valid,H6,7000,1925-01-01T00:00:00.000,-30.116670,28.700000
Quenggouk,22358,Valid,H4,6045,1857-01-01T00:00:00.000,17.766670,95.183330
Quesa,22360,Valid,"Iron, IAB-ung",10750,1898-01-01T00:00:00.000,39.000000,-0.666670
Quija,22361,Valid,H,17450,1990-01-01T00:00:00.000,44.616670,126.133330
Quincay,22363,Valid,L6,65,1851-01-01T00:00:00.000,46.600000,0.250000
Raco,22368,Valid,H5,5000,1957-01-01T00:00:00.000,-26.666670,-65.450000
Raghunathpura,22371,Valid,"Iron, IIAB",10200,1986-01-01T00:00:00.000,27.725280,76.465000
Rahimyar Khan,31302,Valid,L5,67225,1983-01-01T00:00:00.000,28.225000,70.200000
Rakovka,22376,Valid,L6,9000,1878-01-01T00:00:00.000,52.983330,37.033330
Ramnagar,22384,Valid,L6,3766,1940-01-01T00:00:00.000,26.450000,82.900000
Rampurhat,22385,Valid,LL,100,1916-01-01T00:00:00.000,24.166670,87.766670
Ramsdorf,22386,Valid,L6,4682,1958-01-01T00:00:00.000,51.883330,6.933330
Ranchapur,22387,Valid,H4,290.39999999999998,1917-01-01T00:00:00.000,23.983330,87.083330
Rancho de la Presa,22390,Valid,H5,300,1899-01-01T00:00:00.000,19.866670,-100.816670
Rangala,22392,Valid,L6,3224.5,1937-01-01T00:00:00.000,25.383330,72.016670
Raoyang,22394,Valid,L6,4910,1919-01-01T00:00:00.000,38.200000,115.700000
Ras Tanura,22395,Valid,H6,6.1,1961-01-01T00:00:00.000,26.666670,50.150000
Rasgrad,22396,Valid,Stone-uncl,24700,1740-01-01T00:00:00.000,43.500000,26.533330
Ratyn,22398,Valid,Stone-uncl,910,1880-01-01T00:00:00.000,52.200000,17.983330
Red Canyon Lake,53502,Valid,H5,18.41,2007-01-01T00:00:00.000,38.137420,-119.758120
Reliegos,22584,Valid,L5,17300,1947-01-01T00:00:00.000,42.475000,-5.333330
Rembang,22585,Valid,"Iron, IVA",10000,1919-01-01T00:00:00.000,-6.733330,111.366670
Renazzo,22586,Valid,CR2,1000,1824-01-01T00:00:00.000,44.766670,11.283330
Renca,22587,Valid,L5,300,1925-01-01T00:00:00.000,-32.750000,-65.283330
Renqiu,22589,Valid,L6,355,1916-01-01T00:00:00.000,38.666670,116.133330
Repeev Khutor,22590,Valid,"Iron, IIF",7000,1933-01-01T00:00:00.000,48.600000,45.666670
Revelstoke,22592,Valid,CI1,1,1965-01-01T00:00:00.000,51.333330,-118.950000
Rewari,22593,Valid,L6,3332,1929-01-01T00:00:00.000,28.200000,76.666670
Rich Mountain,22597,Valid,L6,668,1903-01-01T00:00:00.000,35.033330,-83.033330
Uzcudun,24140,Valid,L,20000,1948-01-01T00:00:00.000,-44.116670,-66.150000
Richardton,22599,Valid,H5,90000,1918-01-01T00:00:00.000,46.883330,-102.316670
Richland Springs,22602,Valid,OC,1900,1980-01-01T00:00:00.000,31.250000,-99.033330
Richmond,22603,Valid,LL5,1800,1828-01-01T00:00:00.000,37.466670,-77.500000
Rio Negro,22611,Valid,L4,1310,1934-01-01T00:00:00.000,-26.100000,-49.800000
Rivolta de Bassi,22614,Valid,Stone-uncl,103.3,1491-01-01T00:00:00.000,45.483330,9.516670
Rochester,22637,Valid,H6,340,1876-01-01T00:00:00.000,41.083330,-86.283330
Rockhampton,22640,Valid,Stone-uncl,1641,1895-01-01T00:00:00.000,-23.383330,150.516670
Roda,22641,Valid,Diogenite,400,1871-01-01T00:00:00.000,42.300000,0.550000
Rodach,22642,Valid,Stone-uncl,2900,1775-01-01T00:00:00.000,50.350000,10.800000
Rose City,22766,Valid,H5,10600,1921-01-01T00:00:00.000,44.516670,-83.950000
Rowton,22773,Valid,"Iron, IIIAB",3500,1876-01-01T00:00:00.000,52.766670,-2.516670
Ruhobobo,22780,Valid,L6,465.5,1976-01-01T00:00:00.000,-1.450000,29.833330
Rumuruti,22782,Valid,R3.8-6,67,1934-01-01T00:00:00.000,0.266670,36.533330
Rupota,22783,Valid,L4-6,6000,1949-01-01T00:00:00.000,-10.266670,38.766670
Ryechki,22791,Valid,L5,13000,1914-01-01T00:00:00.000,51.133330,34.500000
Sabetmahet,22792,Valid,H5,1250,1855-01-01T00:00:00.000,27.433330,82.083330
Sabrum,22793,Valid,LL6,478,1999-01-01T00:00:00.000,23.083330,91.666670
Sagan,22796,Valid,Stone-uncl,,1636-01-01T00:00:00.000,51.533330,14.883330
Saint-Sauveur,23101,Valid,EH5,14000,1914-01-01T00:00:00.000,43.733330,1.383330
Saint-Séverin,23102,Valid,LL6,271000,1966-01-01T00:00:00.000,45.300000,0.233330
Sakauchi,23103,Valid,Iron,4180,1913-01-01T00:00:00.000,35.666670,136.300000
Salem,23107,Valid,L6,61.4,1981-01-01T00:00:00.000,44.979170,-122.969440
Salles,23111,Valid,L5,9000,1798-01-01T00:00:00.000,46.050000,4.633330
Salzwedel,23114,Valid,LL5,43,1985-01-01T00:00:00.000,52.750000,11.050000
Samelia,23115,Valid,"Iron, IIIAB",2462,1921-01-01T00:00:00.000,25.666670,74.866670
San Juan Capistrano,23128,Valid,H6,56,1973-01-01T00:00:00.000,33.484720,-117.662500
San Michele,31315,Valid,L6,237,2002-01-01T00:00:00.000,43.666670,13.000000
San Pedro de Quiles,23130,Valid,L6,282,1956-01-01T00:00:00.000,-31.016670,-71.400000
San Pedro Jacuaro,34063,Valid,LL6,460,1968-01-01T00:00:00.000,19.766670,-100.650000
Santa Barbara,23161,Valid,L4,400,1873-01-01T00:00:00.000,-29.200000,-51.866670
Santa Cruz,23164,Valid,CM2,60,1939-01-01T00:00:00.000,24.166670,-99.333330
Santa Isabel,23165,Valid,L6,5500,1924-01-01T00:00:00.000,-33.900000,-61.700000
Santa Lucia (2008),50909,Valid,L6,4000,2008-01-01T00:00:00.000,-31.535556,-68.489444
São Jose do Rio Preto,23171,Valid,H4,927,1962-01-01T00:00:00.000,-20.810000,-49.380560
Saratov,23176,Valid,L4,200000,1918-01-01T00:00:00.000,52.550000,46.550000
Sasagase,23187,Valid,H,695,1688-01-01T00:00:00.000,34.716670,137.783330
Sauguis,23188,Valid,L6,4000,1868-01-01T00:00:00.000,43.150000,-0.850000
Savtschenskoje,23190,Valid,LL4,2500,1894-01-01T00:00:00.000,47.216670,29.866670
Sayama,23192,Valid,CM2,430,1986-01-01T00:00:00.000,35.866670,139.400000
Sazovice,23455,Valid,L5,412,1934-01-01T00:00:00.000,49.233330,17.566670
Schellin,23457,Valid,L,7000,1715-01-01T00:00:00.000,53.350000,15.050000
Schenectady,23458,Valid,H5,283.3,1968-01-01T00:00:00.000,42.860830,-73.950280
Schönenberg,23460,Valid,L6,8000,1846-01-01T00:00:00.000,48.116670,10.466670
Searsmont,23472,Valid,H5,5400,1871-01-01T00:00:00.000,44.366670,-69.200000
Sediköy,23473,Valid,L6,240,1917-01-01T00:00:00.000,38.300000,27.133330
Segowlie,23476,Valid,LL6,6930,1853-01-01T00:00:00.000,26.750000,84.783330
Selakopi,23481,Valid,H5,1590,1939-01-01T00:00:00.000,-7.233330,107.333330
Seldebourak,23483,Valid,H5,150,1947-01-01T00:00:00.000,22.833330,4.983330
Semarkona,23487,Valid,LL3.00,691,1940-01-01T00:00:00.000,22.250000,79.000000
Sena,23495,Valid,H4,4000,1773-01-01T00:00:00.000,41.716670,-0.050000
Senboku,23496,Valid,H6,866,1993-01-01T00:00:00.000,39.438330,140.511670
Seoni,23500,Valid,H6,20000,1966-01-01T00:00:00.000,21.683890,79.500830
Seres,23501,Valid,H4,8500,1818-01-01T00:00:00.000,41.050000,23.566670
Serra de Magé,23502,Valid,Eucrite-cm,1800,1923-01-01T00:00:00.000,-8.383330,-36.766670
Sete Lagoas,23504,Valid,H4,350,1908-01-01T00:00:00.000,-19.466670,-44.216670
Sevilla,23508,Valid,LL4,180,1862-01-01T00:00:00.000,37.416670,-6.000000
Sevrukovo,23509,Valid,L5,101000,1874-01-01T00:00:00.000,50.616670,36.600000
Sfax,23512,Valid,L6,7000,1989-01-01T00:00:00.000,34.750000,10.716670
Shalka,23521,Valid,Diogenite,4000,1850-01-01T00:00:00.000,23.100000,87.300000
Sharps,23525,Valid,H3.4,1265,1921-01-01T00:00:00.000,37.833330,-76.700000
Shelburne,23529,Valid,L5,18600,1904-01-01T00:00:00.000,44.050000,-80.166670
Shergotty,23530,Valid,Martian (shergottite),5000,1865-01-01T00:00:00.000,24.550000,84.833330
Sheyang,23531,Valid,L6,605,1976-01-01T00:00:00.000,33.650000,120.066670
